,overall,reviewTime,reviewerID,asin,reviewText,title,brand
840,4.0,"06 7, 2018",A7NUM3K14ELAA,B0099QUECK,Just as expected.,hde external usb 1.44 mb 3.5&rdquo; floppy disk drive,HDE
841,5.0,"10 16, 2017",A16OVUL6CE8W83,B0099QUECK,thanks,hde external usb 1.44 mb 3.5&rdquo; floppy disk drive,HDE
842,1.0,"10 13, 2016",ABKT6LX8N8T5A,B009DL5CYQ,"Fraud.  These were sold as being brand new, but in fact are already opened and missing parts.  This listing should be taken down.",sony 2hd 3.5&quot; ibm formatted micro floppy disks double sided (10-pack),Sony
843,5.0,"10 7, 2016",AK97DWOINE9U5,B009DL5CYQ,New old stock from the 90's but they were still sealed in the box and all worked fine. No issues with them. Box was in good shape. They were obviously stored well.,sony 2hd 3.5&quot; ibm formatted micro floppy disks double sided (10-pack),Sony
844,5.0,"09 21, 2016",A2PYXRN8YRHBQA,B009DL5CYQ,Brings back memories of the good ol days. These are getting harder to find.,sony 2hd 3.5&quot; ibm formatted micro floppy disks double sided (10-pack),Sony
845,5.0,"03 1, 2016",ALMIAEBIQQMT2,B009DL5CYQ,"There is not a lot to say here, these are obsolete and you'd better get some if you need them.",sony 2hd 3.5&quot; ibm formatted micro floppy disks double sided (10-pack),Sony
846,5.0,"11 19, 2015",A1NCTD4ELTK7A6,B009DL5CYQ,"I'm just amazed I could still find 3.5"" 1.44MB floppies in new packaging. Naturally, they worked perfectly. Thanks again.",sony 2hd 3.5&quot; ibm formatted micro floppy disks double sided (10-pack),Sony
847,5.0,"02 24, 2017",A33AQ2P7JP4JT,B009DL5CYQ,"Every time i get my hands on any new pack of floppy's, usually at least a couple of the floppy's won't work no matter what I try!! BUT every time I get a pack of floppy's made by SONY, every one of them always works perfectly!! This box was just the same, every floppy in the box works perfectly!!",sony 2hd 3.5&quot; ibm formatted micro floppy disks double sided (10-pack),Sony
848,5.0,"12 9, 2016",A81U0HHFY87IR,B009DL5CYQ,Who doesn't LOVE floppy disks?  If you absolutely MUST have a floppy disk then these will work as you hope they would.,sony 2hd 3.5&quot; ibm formatted micro floppy disks double sided (10-pack),Sony
849,5.0,"11 28, 2016",A1A22V2COMQQT2,B009DL5CYQ,"Work OK, nuff said.",sony 2hd 3.5&quot; ibm formatted micro floppy disks double sided (10-pack),Sony
850,3.0,"01 9, 2013",A2RF2KGTJT4SZE,B009F8F0A8,Everything I put in needs to be reformatted. I bought it primarily to switch over all my files to disc but it takes a long time to format each one. It works but not what I expected.,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
851,5.0,"01 6, 2013",A1JIWMPQS6TPJK,B009F8F0A8,This external A drive works great and now I can save some old files and pictures that I could not get to before.  I recommend this drive.,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
852,5.0,"05 3, 2016",A1B1I6J2UXGMG8,B009F8F0A8,"Worked right away after plugging it in to my windows 10 PC. It read my old floppy just fine. Didn't need the antiquated directions and disc that were included. However, when I tried to delete something off of the floppy, it would not read anymore. I suggest that you put in your old floppy discs, and immediately copy the contents to your computer, and do nothing else with the old floppy disc. Floppy discs are old and you pretty much just get one shot at inserting them and copying the data off of them.
 If you found my review helpful, please click on the ""yes"" below that you found this helpful and I will continue to review more products and give updates to my reviews. Thank you!",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
853,4.0,"03 2, 2016",A2F376HI1XP95C,B009F8F0A8,Thanks will be back to sop some more,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
854,5.0,"02 28, 2016",A32HM6CDSD7QVK,B009F8F0A8,Had old floppys and they had some important items on them from school. Plugged it in and worked great.,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
855,5.0,"12 27, 2015",A3I761I8VEPIUN,B009F8F0A8,Does the job! Simple & cheap.,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
856,5.0,"12 19, 2015",A25PVRICFAV5I0,B009F8F0A8,"Great item, it works perfectly, no need for driver disc, when i plug it found automatically , i installed in windows 7, 64.",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
857,3.0,"12 5, 2015",A1KJQSYR9M2WWH,B009F8F0A8,Unfortunately the drive is not compatible with Win 7.,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
858,5.0,"11 17, 2015",A3608JXG4K7X24,B009F8F0A8,"works as expected, good price",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
859,5.0,"10 23, 2015",AXVAK5HHNNXNB,B009F8F0A8,arrived on time and in good working order.,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
860,1.0,"10 18, 2015",AKQL8DJ09VOR8,B009F8F0A8,"I only purchased this drive to copy pictures off about twenty floppy disks. It read the first floppy ok, but after it was ejected, no more would insert. Nothing was wrong with our disks, as I ended up using my friends drive later, with no issues. I believe the spring mechanism inside it is of poor quality.",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
861,4.0,"10 11, 2015",A344YIPFJ0UZ9X,B009F8F0A8,LOVE this product.,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
862,4.0,"09 5, 2015",AO1ZUL5EDFGGW,B009F8F0A8,really good device,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
863,5.0,"08 13, 2015",A29JDHDK6MG362,B009F8F0A8,"The drive seems to function as intended, though it confused me a bit at first.  Windows Explorer did not report the drive as I expected, but it was there after I finally thought to click 'computer'.  Then Drive A was reported.  I'm trying to get SFW image files off the disks, and have not figured how to do that yet.  SFW software is one way, but I've not quite figured how to get that to work again.  Copied the SFW software to the computer, but never used it on this computer.  This product works fine so far, but did confuse me a bit at first.",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
864,5.0,"05 24, 2015",A2D4387NBMLIU2,B009F8F0A8,Drive worked excellent! Had to replace a cheaper drive someone else bought for my mother that didn't work. Paid a little more but got what I paid for. Recommended.,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
865,5.0,"05 7, 2015",A35ESTIF901T0E,B009F8F0A8,works with new & old versions of windows,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
866,1.0,"05 5, 2015",A26JWL350EMUSA,B009F8F0A8,"Ad says this works on ""Windows 98/ME/2000/XP/Vista/Windows 7&8/iMac"" but my husband has Windows 7 and it does NOT work on that.
This is basically a paper weight now.",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
867,5.0,"02 4, 2015",A3PT3EUML4ELMC,B009F8F0A8,Retro Again Works fine solved my Floppy Disc problem,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
868,5.0,"01 12, 2015",A3AJJZXYXUABU7,B009F8F0A8,"tried 2 others and did not work, this drive however, plugged it it in on a win 7 laptop and it was instantly recognized and installed it self in no time, fully functional, should have got this in the first place, make sure when you by a floppy drive it will work for your o/s, this is the only one I tried that did work on 7",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
869,1.0,"12 26, 2014",A1A4XNOQ1GU3IA,B009F8F0A8,Will not read most of my old 3.5 inch disk and there is nothing wrong with the disk. The old PC reads them just fine. The company that sold it to me did give a full refund and did not want the defective drive back?,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
870,3.0,"12 26, 2014",A35426UM9U54SX,B009F8F0A8,"Finicky about what devices it will work with. Linux gets very upset but windows seems to do fine. Not very high speed either. Guess I will still keep a real one around for serious work but this is useful in a pinch.

Couldn't get it to work right with SpinRite.",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
871,5.0,"11 10, 2014",A21Z9UVWU6YUNX,B009F8F0A8,Great tool for transferring old files.,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
872,4.0,"10 13, 2014",ABSI4YW70K6C2,B009F8F0A8,"Resolved the problem of accessing my old files, which I then upgraded to the newer technology.  This was a GREAT space saver, something I had not anticipated.",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
873,4.0,"08 18, 2014",A1EG1NBFIXTVKJ,B009F8F0A8,Functioned flawlessly and my computer had no problems.,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
874,4.0,"07 28, 2014",AZVGRCM9JLSDV,B009F8F0A8,"It does what you need it to. In my case it was going through and getting rid of a massive pile of floppy disks. I wanted to make sure I wasn't throwing away something worth keeping, so I put this drive to the test by loading floppy after floppy. It was a magical nostalgia trip, and in the end the drive held up just fine.

I had to dock a star for one reason: Windows 8 would hang immediately after I logged in. Removing this drive corrected the issue, so I got in the habit of not leaving it plugged in.",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
875,5.0,"03 28, 2014",AGLHH04RNXJXU,B009F8F0A8,"I have over 50 Floppy Disks which I needed to convert the data to CD so I could view the data. This 3.5 USB External Floppy Disk Drive allowed me to remove the data from the floppy disks, store the data on CD and erase any evidence of the data from the old floppy disks.",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
876,5.0,"11 15, 2013",ACRDXHT0EP7QR,B009F8F0A8,"Although I haven't had to time to really test this disk drive, having just received it a short while ago, so far it performs perfectly every time I've used it. At this price I would certainly recommend it to those reading this review.",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
877,5.0,"09 20, 2013",APEBHG09HYSN1,B009F8F0A8,"I received the item quicker than expected.

 I was pleasantly surprised to see that it was actually TEAC :-)

Everything in the box was there for older operating systems.

Windows 7 laptop -- plugged it in and within a few moments, it was running as designed.  I was able to search diskettes with dates as far back as 1995 (old word perfect files -- no problem).  Does what it is supposed to... not bad for less than $13.  Highly recommended.

Note:  does not show up on explore; had to find it in devices and then create a shortcut for easier access.",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
878,5.0,"08 19, 2013",A2FYMNCON6I16U,B009F8F0A8,"I was investigating converting old floppy discs of pictures and found it would cost me over $300 to do it, this was an easy solution and cost me $12 to do what I wanted.  The device arrived quickly and worked as soon as I took it out of the box.  It was extremely easy to install and convert my 30 discs.",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
879,5.0,"05 10, 2013",A1WG68XTCFSAS7,B009F8F0A8,"I RATED THIS A WHILE BACK BUT I GUESS THEY CAN'T KEEP TRACK OF THESE THINGS. STILL, A GREAT UNIT FOR THE PRICE.",sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
880,3.0,"04 2, 2013",A31BLB3T5JEIZF,B009F8F0A8,Surprising how slow the process is to review JPG with this item yet it does do the job.. Easy plug in for old photo files.,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
881,5.0,"04 10, 2018",A2US2C2EKDOPKZ,B009F8F0A8,For folks that have the old floppies this is fantastic!,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
882,5.0,"03 22, 2017",A24Z7AE5GS0PP8,B009F8F0A8,Worked as expected,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
883,5.0,"10 3, 2016",A1L1SHG4ABH987,B009F8F0A8,Works well.,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
884,5.0,"07 29, 2016",A1YHHAN02RWV0S,B009F8F0A8,Works great.,sanoxy 3.5-inch 1.44mb usb external floppy disk drive for windows,SANOXY
885,2.0,"01 28, 2013",A1UBDC0ZGKGOOM,B009FX9DQU,"i would say it fair, in a way that you can replace it for using the floppy drive, but the limitation is that you may create virtuall floppies ont eh Flash drive you use, but you wond be able to see all those on the comptuer, over there u will see only 1 floppy drive capacity and data , hence its half the trouble",sunwin 3.5&quot; usb ssd simulation floppy disk drive emulator plug for yamaha korg keyboard,Sunwin
886,5.0,"01 1, 2016",AXS6ZHUNHVYON,B009FX9DQU,"This is just greate another item that helpbit my dad to continued to work with his music hand help it him, really happy about this item.",sunwin 3.5&quot; usb ssd simulation floppy disk drive emulator plug for yamaha korg keyboard,Sunwin
887,4.0,"11 11, 2015",A209VLHCWCTBVB,B009FX9DQU,Great!,sunwin 3.5&quot; usb ssd simulation floppy disk drive emulator plug for yamaha korg keyboard,Sunwin
888,5.0,"09 4, 2015",A1IYZKQQW749IF,B009FX9DQU,"Works well for my needs, using it with an old computer.",sunwin 3.5&quot; usb ssd simulation floppy disk drive emulator plug for yamaha korg keyboard,Sunwin
889,5.0,"04 25, 2015",AYUB6TMTCPL06,B009FX9DQU,Replaced a 3.5 floppy on my Yamaha Clavinova Keyboard.  Wasn't sure if it would work....but it works great.  Good deal for me.,sunwin 3.5&quot; usb ssd simulation floppy disk drive emulator plug for yamaha korg keyboard,Sunwin
890,5.0,"03 25, 2015",A14MF2J5QXTFWQ,B009FX9DQU,Good product.,sunwin 3.5&quot; usb ssd simulation floppy disk drive emulator plug for yamaha korg keyboard,Sunwin
891,1.0,"03 15, 2017",AI8MPK2HB5MIU,B009FX9DQU,"Can;t make it work in my Yamaha Clavinova, which had a broken 3.5"" floppy drive. I thought I could transfer all my pre-recorded 3 1/2"" discs to USB...didn't play on the piano.",sunwin 3.5&quot; usb ssd simulation floppy disk drive emulator plug for yamaha korg keyboard,Sunwin
892,5.0,"07 25, 2009",AGYEFCHV7SHMA,B00AT491L6,"No laptop comes with a floppy drive anymore. To read all those legacy floppies you've got stored away, just plug this thing in. It works great.
Price was right too.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
893,5.0,"04 17, 2009",A2TWF2STFS476X,B00AT491L6,Needed to install some old software from diskettes.. this did the job. price was right.. just plug it in and it does the job.,"bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
894,5.0,"12 24, 2008",A124PSAV4UV3BX,B00AT491L6,We all need one of these in our tool bag.  This is a top quality unit.  One of the best I've found.,"bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
895,2.0,"05 3, 2015",A2C8KOGGZ0IO5M,B00AT491L6,It did NOT work with Windows 7 and was a pain to return.  Still out about $10 for shipping.,"bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
896,5.0,"04 29, 2015",AUWODKCAL8KKS,B00AT491L6,Works perfectly on Mac OS,"bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
897,5.0,"02 20, 2015",A2W1L7OSWA8GQ7,B00AT491L6,works with windows 8.1 plug and play,"bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
898,5.0,"12 9, 2014",A2Y4N17VA2YRDG,B00AT491L6,"I bought this drive to retrieve some data on 3 1/2"" floppy disks. I plugged it into the USB of a new DELL desktop computer running windows 8.1 and it worked perfectly. I didn't need to run any software. It was plug and play. It retrieved some spreadsheet data and also saved it back to the floppy drive. My old computer was a 10 year old Compaq running XP which happened to have a built in floppy drive so this will be my new floppy for the new computer. Didn't buy it at Amazon because I needed it right away but I highly recommend this drive.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
899,4.0,"07 15, 2014",A2N5VE7XY18XES,B00AT491L6,If you're like me you have a closet full of floppies and no idea what is on them. This is a simple way to retrieve your data without incurring a huge expense. Works well and I've experienced no issues.,"bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
900,5.0,"03 31, 2014",A3Q6ZPW60CVF2L,B00AT491L6,"3-31-2013, Rev. A.

Plugged it in to my work computer, its a Win7(home?) computer, it instantly said,"" found new hardware, ready to use.""  Once I got home where I have Win7Pro, same, worked instantly.
Next, I then realized how blanckin small 1.44MB is.  It took 3 disk full of fills, to move the data from my Win7 computer were that software won't run, to the old Win3.11 (486/33), where it ran just fine.  Now, if I can only remember how to use Windows 3.11.  Its so weird compared to today's windows (runs fast though).  I have a non-working 386/20 (need Dallas RTC/Battery chip replaced), and then there is this 486/33, and then my old Win95 Pentium/133 MHz.  And then there is my main lap top, its a T60p (2.33GHz x2 (T7600) runnin on XP (and its stayin' that way) - all run just fine (only this one is used for the net/ LAN...

Bottom line:  The USB/Floppy drive works fine.  And, I need to find a better way to move ~5MB sized file around to my antiquated computers...

PS.  A: drive dose not show up as a drive, till you click on, ""my computer,"" there it shows up as drive A: just fine.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
901,1.0,"02 16, 2014",A39TD9HYX2E0NZ,B00AT491L6,"Although the drive works with Windows XP and Windows 7  64 bit, in only occasionally reads a disk, most of the time it won't read known good disks that my regular floppy drive reads fine.

I'm returning it, but Amazon does not offer a replacement.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
902,4.0,"10 2, 2013",A2YXY4FTBR0AZ4,B00AT491L6,"After having to return my original drive due to it making grinding noises while attempting to read some floppies and the reading indicator light would remain on whether reading or not, the replacement now works as expected. All together it took a little more than two weeks to get a replacement. I am pleased with how Bytecc handled the replacement and would recommend this product to anyone who needs an external floppy drive to connect to their laptop. If you're like me and still have those ""ancient"" floppies(a lot of people don't even know what they are), I think that you'll be happy with this product which is only a little bigger than the floppy that you have. Check it out...remove from packaging and attach to your laptop...its that easy.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
903,5.0,"09 20, 2013",A3N8O68DOEQ2FE,B00AT491L6,"Great for those rare times it is needed. I can't believe people still use floppies, but they do. Still see Zip disk also!","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
904,5.0,"04 30, 2013",A3RYJP16V5B6OY,B00AT491L6,"Since newer computers come without 3-1/2 floppy drives, then this will fill the bill. Some still have programs on 3-1/2 disks so this fits the bill to run them. This will work on any computer so even a laptop can be loaded with floppy disks.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
905,5.0,"01 16, 2013",A1GVEM2EEIRGD9,B00AT491L6,I have a laptop computer with a CD/DVD drive but no floppy disk drive.  I have older programs that came on floppy disks and I wanted to install the programs to my laptop.  This USB External Floppy Drive is just what I needed and it was inexpensive.  I carry this drive in one of the pockets of my Laptop bag.,"bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
906,4.0,"10 1, 2012",A7NJVEL9E3L0H,B00AT491L6,"This drive was compact, slim and easy to use. It came with a driver CD but Windows 7 recognized it immediately and correctly as a floppy drive (it actually lists as A:/ =) ) without need for drivers. It is entirely USB powered, so no power cord or brick. The drive was used once so far to transfer some old MIDI files off a floppy from 1997 (!). Files transferred in a very reasonable time. The only possible caveats to this drive seem to be a short, attached USB cord (you may need an extender cable - the attached cord is perhaps two feet) and there was an odd pause during the middle of the file transfer. No intervention was necessary but the pause was long enough (perhaps 20 seconds) to make me look twice at the drive and consider reconnecting. The transfer succeeded, however, without additional action. All files were intact and opened perfectly. I suspect the pause may have been more related to Windows or the media itself than the drive.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
907,1.0,"08 12, 2012",A26DPY6NASR4RS,B00AT491L6,"This drive will occasionally read floppy disks, but it often says that perfectly good disks need to be formatted, and I can't figure out any way to make it read them. It seems like if I do the right sequence of putting the disk in the drive before plugging it in, it works more often, but only a little. (I'm using Windows 7 64-bit.) The SIB&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/HDE-External-USB-Floppy-Disk-Drive/dp/B001MT3FMI/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">HDE External USB Floppy Disk Drive</a>&nbsp;works much better.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
908,3.0,"05 22, 2012",A3A0J4EBAIMGMD,B00AT491L6,"Well, based on the other reviews that I read about this product, I really was worried that it was going to be the piece of junk that people were making it out to be.  My old machine with Windows XP died on me, so I had a bunch of floppies that I wanted to copy over and turn into archives.  At first, yes, I was having problems with this thing.  But the funny thing is, after some experimentation, it finally started working.

First off, the installation couldn't have been simpler.  Windows 7 (I'm running the 64-bit version) detected it right away, and I didn't have to install a driver, so everything was completely plug and play.  (It shows up as an icon just like any other drive in your system.)  Other plusses include the fact that it doesn't require an extra power connection, and it's also very lightweight.  Unfortunately, when I tried to get it to read my disks, I was getting the same kinds of error messages that other people who reviewed this drive were getting.  Want to know what the fix was?

Sliding each disk's write-protect notch into the other position.

Now, I can't guarantee that will work for you as well, but that's what I did, and then in no time it was reading every disk that I put in it.  Granted, this fix is not necessarily obvious, and it shouldn't be necessary -- based on the product description, the drive should simply do what it's supposed to do and work, and it shouldn't depend on any special actions performed by the user.

So, what it amounts to is that I was able to complete my objective with this device, which was to copy all my old 3.5"" floppy disks over into my current rig.  Granted, it is true that this drive does not recognize low-density floppies.  That definitely is kind of a bummer, since I had to transfer those over to high-density disks first with my ancient laptop before I could bring them into my new machine.  In the end, purchasing this product is a gamble.  It may work for you without any hassle whatsoever, or you may need to do what I did, or -- in a worst-case scenario -- it may not work at all.  All I can do when judging this device is to base it on my own personal experience.  It worked, but it was not 100% straightforward.  At least it wasn't severely expensive.  Best of luck to you if you buy this drive -- you *might* need it.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
909,5.0,"02 4, 2012",A3VVOOWJLMQHLW,B00AT491L6,"For years I've been a writer by profession. For a long time I've had a large number of 3.5"" floppy disks taking up shelf space in my home office since for quite a while I haven't had a computer that has a floppy disk drive. The thought of having to ditch all that stuff was unpleasant, to say the least. With this slim external disk drive (and it IS slim -- and light) I solved the problem. And very easily.

It doesn't say on the box that this drive works with Windows 7 (it says it works with Win 98/2000/ME/XP/Vista). But it does. When you plug it into a USB port, Windows 7 automatically and quickly finds the needed driver. And within literally seconds you're ready to move or copy your files to your hard drive, a flash drive or wherever.

As someone else warned, this drive works only with high density (2HD) disks. Just one of my disks wasn't high density, so I didn't lose much.

Now if only my old Iomega ZIP drive would plug in with a VGA-USB cable and work with Windows 7 I'd be able to salvage a lot more old files. Too bad it doesn't. But at least this drive works, and works well.

(One other thing: If you're moving/copying word processing files, as I have been, you may run into a problem with MS Word if you're using Office 2010 and your files use much older versions of Word, as its ""backwards compatible"" in only a limited way. Most of my files were written with WordPerfect, fortunately, which is entirely backwards compatible and which also lets you save files in a very large range of formats.)","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
910,5.0,"12 31, 2011",AMB67VUQF905H,B00AT491L6,"External Floppy Drive is working better than I expected
I have so many floppies and have no idea what is on them
and this little small drive is allowing me to see.

Thank you Amazon","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
911,5.0,"12 18, 2011",A1F3TJWQ6IW7VD,B00AT491L6,"This disk drive is convenient and saved me having to add one internally.  It is small, light weight and works as good as any internal floppy drive.  The plug and play allows me to use the drive either with my desk top with Vista 64-bit or notebook with Windows 7 64-bit.  It is great for tranferring small data files between the two PCs and for using the hundreds of disks, data and blank, left over from previous PCs.  With it, I transferred many data files from floppys to my PC and then onto CDs.  I like the USB cable being permanently attached to the unit - can't misplace it.  The cable is about two feet long and the right length for my set up.

Some of my floppy disks are more than ten years old.  Some were not read by the drive.  That is not the fault of the drive.  Floppy disks tend to deteriorate over time - they are magnetic, therefore, heat, cold and time affect it.  Be warned about that and do not blame the drive.  No drive can read something that does not exist.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
912,5.0,"12 6, 2011",A34SN1Z1ZH6E6O,B00AT491L6,This floppy drive was recognized by Win7 right away and installed without a problem.  It works well and is nice to have for the occasional floppy tasks that still pop up without having to install a floppy drive in all the computers.,"bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
913,3.0,"11 12, 2011",A2YP323KXIBPQ9,B00AT491L6,"I really needed one of these, so I am not sorry I bought it.  HOWEVER, after I plug it in my computer ""recognizes"" it only the first time.  If I load another disk, in order for my computer to read it, I have to unplug the drive and plug it back in.  Kind of a pain, but I don't use it too often anyways.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
914,5.0,"09 11, 2011",A25IN8E5N6HJ16,B00AT491L6,"Back in the old days (not so long ago) everything we did was backed up to a 3.5"" floppy.  (Some of us even backed up on the 5.3/4 discs) And if your collection of 3.5s is still necessary for reference - and you haven't transferred the information to a CD or HD well - you need this BYTECC USB drive.  By far the least expensive one on the internet when I purchased, but flawless in operation.  A nice experience provided by a quality product.  Highly recommended (even if you don't have 3.5s around)for that occasional need.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
915,1.0,"02 27, 2011",A2RXUQGN3SXHH9,B00AT491L6,"Needed an external floppy drive for some legacy disks we still own and the reviews and price here looked good, so ordered one.  Shipping was prompt, received it 3 days after placing order.  Item description indicates this is a Teac drive, but nothing on it identifies it as such.  Our computers are Dell, running Win7 x64.  Drive was dead on arrival...regardless of whether I plug it into a USB port on the computer or a separate, AC-powered USB hub, all I get when I plug it in is a quick blip of light on the front of the drive and the normal computer audio tones to confirm something has been connected to the computer, but the drive is never recognized as a connected device.  It never appears in the directory of available drives.  Despite our best efforts, we simply could never get our computers (3 different ones) to find the drive.  Contacted Seller and received a swift reply that offered no useful guidance.  Drive will now be returned and we'll buy something else.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
916,1.0,"02 22, 2011",A10KZY39SVHUXD,B00AT491L6,"It is advertised as compatible with all floppy formats (low density, high density). Unfortunately, works only with high density disks. Any attempt to read low density disk results in mesage ""this disk is not formatted"". Any attempt to format such disk results in message ""this disk cannot be formatted"". Tested on SinXP SP3 and various editions of Win7

I purchased this drive ONLY because I have tons of legacy low density disks and this drive was advertised as capable of reading such disks. For me, is useless. However, if works fine with high density disks

Brand is not listed on the box, but driver identifies itself as TEAC. Interestingly, specification on the box states that drive supports both 720KB/1.44MB disks.

Contacted the vendor to clarify the issue. Drive returned to vendor. Vendor promissed to find drive that is compatible with low density disks, or if such drive cannot be located, offered full return. I dodn't pay return shipping; vendor e-mailed shipping label.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
917,5.0,"01 24, 2011",AM96IET8R13VA,B00AT491L6,"The box say the brand is Sabrent, thought it was going to be a TEAC but no matter. Item was stated as used..this sure doesn't look used..looks brand spanking new. I am very happy it reads the 2DD disks.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
918,5.0,"12 2, 2010",A3PJNLYZWZSJCP,B00AT491L6,"I bought this Teac External USB Floppy Disk Drive for ACER DELL FUJITSU GATEWAY HP IBM LENOVO SONY TOSHIBA LAPTOP NOTEBOOK PC. When I received it, opened the package, plugged it in, waited a minute until XP found it and installed it, and then I proceeded to use it.

I went through a box full of old floppies without any problems.  I used this external floppy drive with a standard PC.

It was worth the cost of the unit, to retrieve the data from the floppies, and save it to the hard drive.","bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
919,5.0,"10 4, 2010",A2PQY7KBOSBSH6,B00AT491L6,Purchased product so I could review and copy the many floppies I have around.  This was a very easy solution.,"bytecc bt-144 slim black usb external floppy disk drive, plug &amp; play, usb powered",Bytecc
